cell_id	coords
748	[[2427, 3567], [2425, 3564], [2418, 3556], [2417, 3556], [2410, 3550], [2411, 3549], [2417, 3550], [2424, 3546], [2428, 3547], [2429, 3549], [2429, 3556], [2427, 3560], [2427, 3567]]
750	[[6309, 3598], [6301, 3597], [6297, 3595], [6290, 3589], [6289, 3585], [6288, 3584], [6288, 3576], [6297, 3568], [6303, 3566], [6308, 3562], [6309, 3563], [6314, 3563], [6320, 3566], [6324, 3571], [6327, 3577], [6327, 3582], [6326, 3583], [6326, 3585], [6324, 3589], [6319, 3594], [6313, 3597], [6310, 3597], [6309, 3598]]
752	[[1422, 3584], [1413, 3584], [1412, 3583], [1407, 3583], [1405, 3582], [1396, 3575], [1396, 3573], [1395, 3572], [1395, 3570], [1393, 3566], [1393, 3553], [1394, 3552], [1394, 3548], [1395, 3547], [1395, 3545], [1398, 3541], [1398, 3540], [1409, 3530], [1417, 3530], [1418, 3531], [1421, 3531], [1423, 3533], [1427, 3535], [1427, 3537], [1430, 3540], [1430, 3542], [1433, 3547], [1434, 3553], [1435, 3554], [1436, 3565], [1434, 3568], [1434, 3571], [1433, 3573], [1429, 3577], [1427, 3581], [1422, 3584]]
753	[[2355, 3595], [2341, 3587], [2337, 3583], [2337, 3581], [2336, 3580], [2336, 3570], [2338, 3567], [2338, 3565], [2340, 3563], [2342, 3558], [2345, 3554], [2346, 3554], [2348, 3552], [2352, 3550], [2355, 3547], [2361, 3544], [2363, 3542], [2365, 3541], [2374, 3541], [2375, 3542], [2377, 3542], [2379, 3543], [2383, 3548], [2385, 3554], [2383, 3557], [2382, 3565], [2378, 3573], [2378, 3575], [2376, 3578], [2375, 3583], [2372, 3589], [2371, 3590], [2367, 3591], [2365, 3593], [2363, 3593], [2360, 3595], [2355, 3595]]
756	[[2573, 3672], [2569, 3668], [2569, 3666], [2572, 3662], [2574, 3663], [2574, 3665], [2573, 3666], [2573, 3672]]
758	[[2472, 3634], [2472, 3635], [2472, 3635], [2471, 3635], [2472, 3634]]
761	[[2625, 3640], [2625, 3640], [2622, 3638], [2615, 3638], [2614, 3637], [2613, 3638], [2609, 3638], [2607, 3637], [2607, 3631], [2608, 3630], [2608, 3627], [2609, 3627], [2609, 3630], [2610, 3631], [2610, 3633], [2612, 3634], [2620, 3636], [2625, 3640]]
764	[[1903, 3691], [1894, 3691], [1890, 3689], [1887, 3687], [1885, 3683], [1884, 3678], [1883, 3677], [1883, 3673], [1882, 3672], [1882, 3669], [1881, 3668], [1881, 3651], [1883, 3648], [1884, 3644], [1888, 3643], [1890, 3641], [1891, 3641], [1891, 3640], [1897, 3634], [1899, 3633], [1903, 3633], [1909, 3636], [1911, 3636], [1916, 3639], [1920, 3639], [1921, 3642], [1921, 3647], [1922, 3648], [1922, 3652], [1923, 3653], [1923, 3671], [1922, 3672], [1922, 3675], [1920, 3679], [1918, 3681], [1918, 3682], [1912, 3688], [1908, 3690], [1904, 3690], [1903, 3691]]
766	[[2986, 3709], [2983, 3708], [2981, 3706], [2979, 3706], [2977, 3709], [2975, 3709], [2971, 3707], [2968, 3707], [2966, 3706], [2965, 3702], [2963, 3699], [2963, 3691], [2962, 3690], [2962, 3682], [2963, 3681], [2963, 3677], [2965, 3674], [2965, 3672], [2968, 3669], [2968, 3668], [2976, 3660], [2978, 3659], [2985, 3659], [2988, 3662], [2990, 3666], [2990, 3668], [2991, 3669], [2991, 3674], [2992, 3675], [2992, 3684], [2993, 3685], [2992, 3687], [2992, 3694], [2991, 3695], [2991, 3699], [2990, 3700], [2990, 3702], [2987, 3708], [2986, 3709]]
770	[[4296, 3705], [4294, 3705], [4294, 3701], [4283, 3701], [4281, 3700], [4282, 3697], [4284, 3696], [4288, 3692], [4291, 3692], [4292, 3694], [4292, 3696], [4296, 3703], [4296, 3705]]
771	[[4922, 3745], [4920, 3744], [4918, 3744], [4917, 3745], [4913, 3745], [4911, 3744], [4907, 3741], [4905, 3737], [4905, 3731], [4904, 3730], [4904, 3722], [4906, 3719], [4906, 3717], [4907, 3716], [4907, 3714], [4909, 3710], [4916, 3703], [4920, 3703], [4921, 3704], [4925, 3705], [4927, 3709], [4927, 3711], [4929, 3715], [4929, 3721], [4930, 3722], [4930, 3725], [4928, 3728], [4926, 3726], [4925, 3726], [4924, 3728], [4923, 3729], [4922, 3729], [4920, 3726], [4919, 3724], [4916, 3724], [4913, 3727], [4914, 3733], [4912, 3735], [4912, 3737], [4914, 3738], [4918, 3738], [4919, 3740], [4920, 3743], [4921, 3743], [4923, 3741], [4923, 3737], [4921, 3735], [4921, 3732], [4923, 3730], [4927, 3730], [4928, 3732], [4928, 3736], [4926, 3739], [4926, 3741], [4925, 3743], [4922, 3745]]
774	[[2556, 3764], [2555, 3753], [2556, 3751], [2559, 3750], [2560, 3749], [2566, 3748], [2571, 3744], [2573, 3744], [2579, 3739], [2580, 3739], [2580, 3738], [2585, 3733], [2585, 3734], [2584, 3735], [2584, 3737], [2581, 3743], [2572, 3752], [2570, 3760], [2561, 3767], [2559, 3767], [2559, 3765], [2558, 3763], [2556, 3764]]
777	[[2659, 3773], [2655, 3773], [2653, 3772], [2654, 3771], [2654, 3753], [2653, 3751], [2650, 3749], [2652, 3745], [2653, 3739], [2654, 3738], [2654, 3734], [2655, 3733], [2655, 3727], [2656, 3726], [2657, 3727], [2659, 3727], [2661, 3729], [2662, 3729], [2665, 3732], [2666, 3732], [2669, 3735], [2670, 3735], [2671, 3737], [2674, 3736], [2676, 3734], [2683, 3730], [2685, 3730], [2686, 3729], [2690, 3729], [2691, 3728], [2692, 3731], [2692, 3734], [2691, 3736], [2689, 3738], [2683, 3739], [2684, 3740], [2685, 3745], [2677, 3755], [2677, 3756], [2673, 3761], [2672, 3764], [2665, 3772], [2660, 3772], [2659, 3773]]
780	[[2793, 3765], [2793, 3766], [2793, 3766], [2792, 3766], [2793, 3765]]
781	[[2692, 3730], [2692, 3728], [2692, 3730]]
785	[[3011, 3833], [3009, 3833], [3005, 3830], [3005, 3826], [3008, 3823], [3012, 3823], [3014, 3825], [3014, 3829], [3011, 3833]]
789	[[2769, 3839], [2769, 3840], [2769, 3840], [2768, 3840], [2769, 3839]]
793	[[1831, 3892], [1827, 3888], [1826, 3888], [1820, 3883], [1819, 3883], [1812, 3877], [1812, 3876], [1809, 3873], [1808, 3870], [1804, 3866], [1802, 3862], [1802, 3861], [1817, 3846], [1818, 3846], [1821, 3843], [1825, 3841], [1830, 3841], [1834, 3844], [1835, 3844], [1837, 3847], [1842, 3858], [1842, 3876], [1841, 3877], [1841, 3879], [1838, 3885], [1831, 3892]]
794	[[2730, 3910], [2721, 3905], [2717, 3904], [2710, 3897], [2708, 3893], [2708, 3879], [2709, 3878], [2709, 3875], [2711, 3871], [2714, 3868], [2714, 3867], [2725, 3859], [2725, 3855], [2726, 3854], [2726, 3848], [2727, 3847], [2727, 3845], [2728, 3844], [2729, 3838], [2730, 3837], [2731, 3834], [2736, 3834], [2744, 3830], [2751, 3830], [2757, 3826], [2759, 3821], [2762, 3818], [2769, 3819], [2773, 3823], [2773, 3825], [2774, 3826], [2774, 3831], [2775, 3833], [2774, 3834], [2766, 3836], [2768, 3836], [2769, 3839], [2768, 3840], [2768, 3843], [2765, 3847], [2764, 3851], [2761, 3856], [2759, 3856], [2758, 3853], [2752, 3845], [2750, 3840], [2748, 3837], [2745, 3838], [2740, 3843], [2738, 3847], [2738, 3852], [2739, 3853], [2739, 3856], [2740, 3858], [2747, 3863], [2751, 3864], [2754, 3866], [2756, 3866], [2758, 3869], [2758, 3871], [2754, 3876], [2753, 3884], [2748, 3893], [2738, 3904], [2734, 3906], [2731, 3909], [2731, 3910], [2730, 3910]]
795	[[2764, 3865], [2766, 3861], [2772, 3853], [2772, 3850], [2773, 3849], [2773, 3846], [2774, 3844], [2775, 3843], [2777, 3846], [2780, 3845], [2781, 3843], [2781, 3841], [2780, 3840], [2781, 3839], [2782, 3840], [2791, 3840], [2793, 3841], [2794, 3840], [2798, 3840], [2799, 3839], [2805, 3838], [2806, 3837], [2809, 3837], [2810, 3838], [2812, 3839], [2811, 3840], [2812, 3844], [2811, 3845], [2810, 3844], [2808, 3845], [2806, 3847], [2806, 3849], [2801, 3855], [2801, 3859], [2800, 3860], [2800, 3863], [2799, 3864], [2800, 3865], [2798, 3867], [2796, 3868], [2795, 3868], [2796, 3866], [2795, 3861], [2788, 3853], [2786, 3852], [2781, 3852], [2779, 3853], [2776, 3856], [2774, 3860], [2771, 3863], [2769, 3863], [2765, 3865], [2764, 3865]]
796	[[5026, 3898], [5019, 3898], [5015, 3896], [5012, 3894], [5010, 3890], [5010, 3882], [5009, 3881], [5009, 3877], [5008, 3876], [5008, 3867], [5009, 3865], [5013, 3862], [5018, 3862], [5019, 3863], [5021, 3863], [5023, 3865], [5027, 3867], [5030, 3870], [5031, 3870], [5033, 3874], [5033, 3876], [5034, 3877], [5034, 3886], [5033, 3887], [5033, 3890], [5032, 3891], [5032, 3893], [5028, 3897], [5026, 3898]]
804	[[2881, 3918], [2880, 3918], [2878, 3917], [2877, 3911], [2874, 3907], [2870, 3906], [2868, 3905], [2869, 3901], [2870, 3900], [2871, 3896], [2875, 3896], [2880, 3902], [2880, 3904], [2882, 3906], [2884, 3916], [2881, 3918]]
805	[[2951, 3891], [2945, 3891], [2941, 3889], [2941, 3887], [2942, 3886], [2944, 3879], [2949, 3884], [2950, 3886], [2950, 3889], [2951, 3890], [2951, 3891]]
808	[[3254, 3929], [3252, 3928], [3252, 3927], [3247, 3923], [3248, 3922], [3250, 3921], [3252, 3924], [3253, 3928], [3254, 3929], [3254, 3929]]
809	[[4862, 3966], [4854, 3966], [4854, 3963], [4853, 3962], [4853, 3954], [4852, 3953], [4852, 3940], [4855, 3935], [4856, 3920], [4859, 3917], [4862, 3917], [4864, 3921], [4864, 3924], [4860, 3932], [4860, 3935], [4862, 3936], [4868, 3937], [4870, 3940], [4870, 3945], [4871, 3946], [4871, 3951], [4870, 3952], [4870, 3958], [4869, 3959], [4869, 3963], [4868, 3965], [4863, 3965], [4862, 3966]]
811	[[5730, 3982], [5729, 3982], [5727, 3980], [5725, 3982], [5724, 3981], [5721, 3977], [5715, 3974], [5714, 3971], [5712, 3969], [5709, 3963], [5709, 3960], [5708, 3959], [5708, 3956], [5707, 3955], [5707, 3949], [5708, 3948], [5708, 3943], [5711, 3939], [5713, 3941], [5718, 3942], [5726, 3946], [5729, 3946], [5730, 3947], [5734, 3948], [5734, 3952], [5735, 3953], [5735, 3957], [5736, 3958], [5736, 3963], [5735, 3964], [5734, 3972], [5733, 3973], [5732, 3978], [5730, 3982]]
812	[[6239, 3982], [6238, 3982], [6236, 3980], [6236, 3978], [6235, 3977], [6235, 3972], [6232, 3966], [6223, 3956], [6218, 3955], [6220, 3952], [6220, 3950], [6221, 3949], [6221, 3944], [6222, 3943], [6222, 3938], [6221, 3937], [6221, 3933], [6220, 3932], [6220, 3926], [6225, 3921], [6233, 3921], [6234, 3922], [6236, 3922], [6240, 3924], [6242, 3927], [6245, 3933], [6246, 3940], [6249, 3940], [6250, 3941], [6254, 3941], [6255, 3940], [6257, 3940], [6258, 3941], [6260, 3941], [6261, 3944], [6261, 3946], [6259, 3949], [6258, 3954], [6257, 3954], [6253, 3958], [6253, 3959], [6249, 3964], [6249, 3966], [6246, 3972], [6239, 3979], [6238, 3981], [6239, 3982], [6239, 3982]]
817	[[3474, 3978], [3472, 3978], [3468, 3982], [3463, 3980], [3462, 3976], [3458, 3972], [3456, 3968], [3455, 3963], [3451, 3957], [3454, 3954], [3455, 3954], [3459, 3957], [3462, 3957], [3464, 3958], [3468, 3963], [3469, 3966], [3471, 3968], [3472, 3974], [3474, 3978], [3474, 3978]]
820	[[3474, 4016], [3470, 4014], [3467, 4014], [3466, 4013], [3463, 4013], [3461, 4012], [3456, 4007], [3456, 4000], [3457, 3999], [3457, 3997], [3460, 3993], [3460, 3992], [3465, 3987], [3467, 3983], [3472, 3978], [3474, 3978], [3477, 3984], [3477, 3986], [3483, 3990], [3488, 3989], [3496, 3985], [3497, 3986], [3499, 3986], [3503, 3991], [3503, 3991], [3501, 3989], [3497, 3987], [3494, 3987], [3488, 3990], [3484, 3995], [3484, 3997], [3483, 3998], [3483, 4002], [3481, 4006], [3480, 4012], [3478, 4014], [3474, 4016]]
821	[[3146, 3949], [3146, 3949], [3144, 3947], [3143, 3947], [3141, 3946], [3141, 3945], [3142, 3944], [3146, 3949]]
822	[[3295, 3962], [3295, 3963], [3295, 3963], [3294, 3963], [3295, 3962]]
827	[[3368, 3995], [3362, 3998], [3360, 3998], [3358, 3997], [3355, 3991], [3355, 3989], [3353, 3987], [3349, 3980], [3349, 3977], [3347, 3973], [3347, 3970], [3345, 3967], [3346, 3964], [3348, 3970], [3350, 3972], [3350, 3974], [3353, 3977], [3355, 3981], [3357, 3981], [3361, 3986], [3361, 3987], [3368, 3993], [3368, 3995]]
828	[[1684, 4020], [1680, 4020], [1679, 4019], [1676, 4019], [1675, 4018], [1668, 4017], [1667, 4015], [1662, 4011], [1662, 3997], [1663, 3996], [1664, 3991], [1670, 3980], [1672, 3978], [1675, 3978], [1676, 3977], [1681, 3977], [1685, 3979], [1695, 3990], [1700, 4001], [1699, 4002], [1698, 4008], [1696, 4012], [1693, 4015], [1684, 4020]]
829	[[1334, 4006], [1333, 4001], [1334, 4000], [1334, 3997], [1335, 3996], [1334, 3992], [1333, 3993], [1332, 3992], [1330, 3993], [1322, 3993], [1321, 3992], [1316, 3991], [1308, 3987], [1305, 3985], [1305, 3984], [1300, 3979], [1300, 3963], [1302, 3960], [1306, 3959], [1307, 3958], [1314, 3958], [1315, 3959], [1320, 3959], [1321, 3960], [1328, 3961], [1329, 3962], [1331, 3962], [1335, 3964], [1339, 3969], [1339, 3970], [1342, 3972], [1341, 3974], [1341, 3977], [1340, 3978], [1340, 3980], [1338, 3984], [1338, 3988], [1337, 3989], [1337, 3992], [1338, 3993], [1334, 4001], [1334, 4006]]
830	[[5186, 4017], [5185, 4016], [5181, 4015], [5179, 4013], [5171, 4009], [5166, 4005], [5164, 4001], [5163, 3996], [5161, 3993], [5161, 3991], [5170, 3982], [5171, 3982], [5174, 3979], [5180, 3976], [5185, 3976], [5189, 3981], [5191, 3985], [5192, 3993], [5193, 3994], [5193, 4004], [5192, 4005], [5192, 4007], [5190, 4011], [5188, 4013], [5187, 4016], [5186, 4017]]
832	[[1335, 4012], [1333, 4010], [1334, 4006], [1334, 4010], [1335, 4011], [1335, 4012]]
833	[[3511, 4008], [3510, 4007], [3507, 4007], [3506, 4006], [3505, 4007], [3501, 4005], [3499, 4007], [3496, 4007], [3495, 4006], [3494, 4007], [3488, 4007], [3483, 4004], [3483, 3998], [3484, 3997], [3485, 3993], [3488, 3990], [3494, 3987], [3497, 3987], [3501, 3989], [3503, 3991], [3504, 3991], [3504, 3993], [3507, 3996], [3512, 4007], [3511, 4008]]
834	[[1723, 4039], [1719, 4039], [1717, 4038], [1715, 4036], [1715, 4033], [1717, 4031], [1717, 4028], [1714, 4023], [1714, 4021], [1715, 4020], [1710, 4015], [1708, 4011], [1708, 4009], [1707, 4008], [1707, 4006], [1709, 4003], [1709, 4001], [1712, 3997], [1716, 3997], [1718, 4000], [1718, 4004], [1717, 4005], [1717, 4009], [1719, 4012], [1718, 4020], [1719, 4021], [1719, 4028], [1722, 4031], [1722, 4034], [1724, 4037], [1724, 4038], [1723, 4039]]
835	[[3457, 4008], [3456, 4007], [3452, 4007], [3450, 4006], [3446, 4003], [3444, 3998], [3437, 3991], [3435, 3991], [3434, 3990], [3425, 3990], [3423, 3992], [3422, 3992], [3424, 3989], [3425, 3978], [3432, 3968], [3432, 3967], [3434, 3965], [3434, 3963], [3443, 3962], [3444, 3961], [3448, 3960], [3451, 3957], [3452, 3957], [3454, 3961], [3455, 3965], [3456, 3966], [3456, 3968], [3458, 3972], [3462, 3976], [3463, 3980], [3467, 3983], [3465, 3987], [3460, 3992], [3460, 3993], [3457, 3997], [3457, 3999], [3456, 4000], [3456, 4007], [3457, 4008], [3457, 4008]]
836	[[5138, 4015], [5138, 4016], [5138, 4016], [5137, 4016], [5138, 4015]]
837	[[3589, 4034], [3589, 4035], [3589, 4035], [3588, 4035], [3589, 4034]]
845	[[4377, 4086], [4369, 4085], [4368, 4084], [4364, 4083], [4356, 4077], [4353, 4071], [4353, 4068], [4352, 4067], [4352, 4065], [4353, 4064], [4353, 4060], [4357, 4053], [4362, 4048], [4363, 4048], [4364, 4046], [4366, 4045], [4371, 4045], [4372, 4044], [4381, 4044], [4382, 4045], [4384, 4045], [4386, 4047], [4387, 4047], [4393, 4055], [4393, 4059], [4394, 4060], [4394, 4068], [4393, 4069], [4393, 4072], [4391, 4076], [4387, 4081], [4386, 4081], [4381, 4085], [4378, 4085], [4377, 4086]]
851	[[3682, 4075], [3680, 4074], [3675, 4070], [3675, 4067], [3676, 4066], [3680, 4068], [3682, 4068], [3683, 4067], [3684, 4065], [3684, 4061], [3686, 4057], [3688, 4055], [3688, 4053], [3689, 4052], [3688, 4049], [3684, 4049], [3677, 4044], [3677, 4042], [3675, 4039], [3674, 4033], [3679, 4029], [3687, 4025], [3689, 4025], [3691, 4026], [3695, 4030], [3698, 4030], [3699, 4029], [3700, 4032], [3700, 4037], [3701, 4038], [3701, 4052], [3692, 4059], [3692, 4060], [3690, 4062], [3689, 4068], [3688, 4069], [3687, 4073], [3685, 4075], [3682, 4075]]
853	[[3833, 4038], [3833, 4039], [3833, 4039], [3832, 4039], [3833, 4038]]
854	[[3839, 4039], [3838, 4040], [3836, 4040], [3835, 4043], [3834, 4044], [3832, 4043], [3832, 4042], [3829, 4040], [3833, 4039], [3834, 4038], [3836, 4039], [3838, 4038], [3839, 4039]]
857	[[4776, 4108], [4772, 4108], [4770, 4107], [4765, 4103], [4764, 4097], [4763, 4096], [4763, 4093], [4762, 4092], [4762, 4088], [4761, 4087], [4761, 4084], [4760, 4083], [4760, 4077], [4761, 4076], [4761, 4068], [4762, 4067], [4762, 4065], [4766, 4058], [4770, 4054], [4772, 4054], [4773, 4053], [4778, 4058], [4778, 4060], [4779, 4061], [4779, 4063], [4781, 4067], [4781, 4071], [4782, 4072], [4782, 4078], [4783, 4079], [4783, 4095], [4782, 4096], [4782, 4100], [4779, 4106], [4776, 4108]]
858	[[5737, 4092], [5730, 4092], [5729, 4091], [5726, 4091], [5724, 4090], [5721, 4087], [5720, 4087], [5713, 4081], [5713, 4080], [5712, 4078], [5711, 4078], [5709, 4077], [5710, 4074], [5708, 4071], [5708, 4068], [5707, 4067], [5707, 4054], [5711, 4047], [5717, 4043], [5719, 4043], [5720, 4042], [5729, 4042], [5730, 4043], [5732, 4043], [5733, 4044], [5737, 4045], [5744, 4053], [5745, 4056], [5747, 4058], [5749, 4062], [5749, 4064], [5748, 4065], [5746, 4073], [5743, 4079], [5741, 4081], [5740, 4086], [5737, 4092]]
859	[[3629, 4121], [3629, 4122], [3629, 4122], [3628, 4122], [3629, 4121]]
861	[[5764, 4110], [5763, 4108], [5768, 4105], [5770, 4103], [5771, 4101], [5771, 4098], [5770, 4097], [5764, 4103], [5763, 4103], [5771, 4095], [5771, 4094], [5773, 4092], [5774, 4092], [5784, 4082], [5785, 4079], [5787, 4077], [5787, 4075], [5789, 4071], [5788, 4067], [5787, 4066], [5788, 4065], [5793, 4073], [5793, 4080], [5796, 4084], [5796, 4090], [5789, 4097], [5787, 4101], [5782, 4106], [5780, 4107], [5771, 4107], [5770, 4108], [5768, 4108], [5764, 4110]]
862	[[3383, 4124], [3379, 4125], [3376, 4127], [3369, 4119], [3368, 4119], [3364, 4116], [3361, 4116], [3366, 4115], [3367, 4114], [3370, 4114], [3374, 4111], [3383, 4111], [3383, 4119], [3384, 4120], [3383, 4124]]
864	[[5989, 4147], [5989, 4147], [5984, 4143], [5982, 4143], [5979, 4146], [5977, 4145], [5978, 4138], [5980, 4137], [5982, 4140], [5982, 4141], [5989, 4147]]
865	[[3740, 4070], [3738, 4070], [3737, 4071], [3727, 4071], [3723, 4068], [3723, 4064], [3724, 4062], [3723, 4060], [3721, 4060], [3716, 4057], [3717, 4053], [3718, 4054], [3717, 4056], [3718, 4057], [3722, 4052], [3721, 4051], [3722, 4049], [3722, 4046], [3724, 4044], [3724, 4042], [3728, 4037], [3729, 4039], [3729, 4040], [3733, 4043], [3734, 4043], [3737, 4046], [3738, 4046], [3744, 4053], [3745, 4055], [3743, 4055], [3743, 4059], [3744, 4060], [3744, 4066], [3743, 4068], [3740, 4070]]
868	[[3826, 4097], [3823, 4099], [3810, 4099], [3809, 4098], [3803, 4098], [3802, 4097], [3798, 4097], [3792, 4094], [3790, 4094], [3788, 4092], [3787, 4092], [3783, 4089], [3783, 4088], [3785, 4087], [3795, 4077], [3803, 4077], [3804, 4078], [3812, 4078], [3813, 4079], [3817, 4079], [3821, 4081], [3825, 4086], [3827, 4090], [3827, 4095], [3826, 4097]]
870	[[1812, 4120], [1812, 4121], [1812, 4121], [1811, 4121], [1812, 4120]]
871	[[1813, 4141], [1812, 4141], [1808, 4137], [1807, 4137], [1805, 4136], [1804, 4132], [1799, 4131], [1797, 4130], [1796, 4126], [1793, 4122], [1793, 4117], [1792, 4116], [1792, 4105], [1790, 4102], [1788, 4102], [1785, 4100], [1786, 4094], [1793, 4094], [1794, 4095], [1797, 4095], [1798, 4096], [1801, 4096], [1802, 4097], [1807, 4097], [1809, 4099], [1809, 4101], [1806, 4107], [1806, 4116], [1809, 4119], [1810, 4119], [1814, 4122], [1816, 4122], [1818, 4124], [1818, 4132], [1813, 4141]]
873	[[4037, 4103], [4047, 4098], [4053, 4093], [4054, 4094], [4053, 4097], [4044, 4106], [4041, 4106], [4037, 4103]]
879	[[4060, 4163], [4060, 4164], [4060, 4164], [4059, 4164], [4060, 4163]]
881	[[3751, 4184], [3751, 4185], [3751, 4185], [3750, 4185], [3751, 4184]]
884	[[5728, 4228], [5727, 4226], [5728, 4224], [5735, 4217], [5735, 4216], [5738, 4212], [5738, 4192], [5737, 4191], [5737, 4189], [5734, 4187], [5733, 4183], [5732, 4182], [5732, 4180], [5729, 4174], [5730, 4173], [5730, 4170], [5731, 4169], [5732, 4163], [5738, 4156], [5738, 4157], [5736, 4161], [5739, 4165], [5739, 4166], [5745, 4170], [5746, 4169], [5746, 4166], [5751, 4162], [5754, 4161], [5755, 4159], [5755, 4163], [5756, 4164], [5756, 4171], [5757, 4173], [5757, 4173], [5756, 4172], [5754, 4172], [5752, 4174], [5752, 4175], [5753, 4176], [5754, 4182], [5758, 4185], [5758, 4186], [5761, 4190], [5761, 4192], [5762, 4193], [5762, 4197], [5763, 4198], [5762, 4201], [5764, 4205], [5766, 4206], [5764, 4206], [5756, 4215], [5754, 4216], [5750, 4216], [5749, 4217], [5744, 4218], [5741, 4220], [5739, 4220], [5736, 4223], [5735, 4223], [5729, 4228], [5728, 4228]]
886	[[5730, 4176], [5725, 4171], [5721, 4170], [5720, 4169], [5717, 4169], [5711, 4166], [5710, 4164], [5714, 4156], [5715, 4151], [5718, 4147], [5719, 4142], [5721, 4139], [5721, 4132], [5723, 4128], [5723, 4124], [5721, 4121], [5717, 4120], [5717, 4117], [5718, 4116], [5718, 4113], [5720, 4110], [5720, 4108], [5724, 4104], [5730, 4101], [5732, 4101], [5733, 4100], [5735, 4100], [5736, 4101], [5736, 4097], [5738, 4096], [5741, 4103], [5741, 4103], [5740, 4102], [5738, 4104], [5741, 4105], [5742, 4104], [5742, 4105], [5743, 4109], [5744, 4110], [5744, 4112], [5745, 4113], [5745, 4118], [5746, 4119], [5746, 4126], [5748, 4129], [5748, 4132], [5751, 4137], [5751, 4141], [5750, 4142], [5750, 4147], [5745, 4152], [5740, 4154], [5732, 4163], [5731, 4169], [5730, 4170], [5730, 4173], [5729, 4174], [5730, 4175], [5730, 4176]]
889	[[4919, 4217], [4918, 4216], [4919, 4215], [4919, 4211], [4915, 4206], [4915, 4205], [4912, 4202], [4910, 4198], [4907, 4195], [4907, 4193], [4909, 4191], [4911, 4187], [4914, 4184], [4914, 4183], [4926, 4171], [4931, 4171], [4936, 4174], [4938, 4173], [4945, 4166], [4953, 4162], [4957, 4162], [4958, 4161], [4968, 4161], [4969, 4162], [4973, 4163], [4978, 4168], [4978, 4169], [4981, 4172], [4984, 4178], [4984, 4181], [4982, 4185], [4979, 4188], [4979, 4189], [4976, 4192], [4976, 4193], [4970, 4199], [4970, 4200], [4964, 4206], [4963, 4206], [4962, 4208], [4960, 4209], [4957, 4217], [4954, 4221], [4952, 4221], [4944, 4213], [4942, 4213], [4941, 4212], [4939, 4212], [4935, 4210], [4929, 4210], [4928, 4211], [4926, 4211], [4919, 4217]]
891	[[3899, 4186], [3901, 4183], [3901, 4180], [3900, 4179], [3900, 4177], [3898, 4173], [3899, 4171], [3901, 4173], [3905, 4174], [3906, 4173], [3908, 4173], [3910, 4171], [3911, 4171], [3912, 4169], [3914, 4168], [3920, 4167], [3926, 4164], [3929, 4164], [3931, 4167], [3931, 4171], [3929, 4174], [3929, 4176], [3924, 4186], [3922, 4188], [3920, 4187], [3910, 4187], [3909, 4186], [3899, 4186]]
894	[[4515, 4176], [4515, 4177], [4515, 4177], [4514, 4177], [4515, 4176]]
897	[[1648, 4243], [1647, 4240], [1648, 4238], [1656, 4230], [1660, 4228], [1660, 4230], [1658, 4231], [1658, 4232], [1649, 4241], [1649, 4242], [1648, 4243]]
902	[[4568, 4280], [4568, 4281], [4568, 4281], [4567, 4281], [4568, 4280]]
903	[[2261, 4296], [2254, 4295], [2253, 4294], [2251, 4294], [2247, 4292], [2238, 4285], [2237, 4283], [2237, 4275], [2238, 4273], [2243, 4268], [2249, 4265], [2252, 4265], [2253, 4264], [2258, 4264], [2270, 4270], [2272, 4273], [2272, 4275], [2271, 4276], [2271, 4280], [2269, 4284], [2268, 4290], [2265, 4293], [2265, 4294], [2261, 4296]]
904	[[5599, 4258], [5597, 4258], [5598, 4254], [5599, 4255], [5599, 4258]]
910	[[1895, 4349], [1894, 4349], [1896, 4347], [1898, 4343], [1898, 4346], [1895, 4349]]
911	[[1406, 4398], [1404, 4398], [1403, 4399], [1392, 4399], [1391, 4398], [1386, 4398], [1377, 4393], [1376, 4389], [1371, 4383], [1373, 4381], [1375, 4381], [1376, 4380], [1377, 4372], [1378, 4371], [1378, 4364], [1379, 4363], [1378, 4362], [1379, 4360], [1378, 4359], [1378, 4354], [1377, 4353], [1376, 4349], [1386, 4343], [1393, 4343], [1394, 4344], [1399, 4344], [1403, 4349], [1404, 4351], [1404, 4355], [1405, 4356], [1405, 4363], [1406, 4364], [1406, 4366], [1408, 4368], [1408, 4369], [1414, 4374], [1416, 4378], [1416, 4383], [1417, 4384], [1417, 4388], [1416, 4390], [1413, 4394], [1410, 4395], [1406, 4398]]
914	[[2271, 4407], [2269, 4405], [2269, 4401], [2268, 4400], [2268, 4393], [2272, 4385], [2276, 4381], [2278, 4382], [2286, 4382], [2288, 4383], [2289, 4385], [2288, 4387], [2287, 4387], [2283, 4391], [2282, 4391], [2277, 4396], [2274, 4403], [2271, 4407]]
921	[[2950, 4477], [2949, 4477], [2946, 4475], [2946, 4471], [2949, 4467], [2949, 4465], [2947, 4463], [2947, 4462], [2949, 4461], [2949, 4460], [2949, 4459], [2948, 4460], [2945, 4456], [2943, 4456], [2940, 4454], [2940, 4448], [2941, 4447], [2941, 4445], [2946, 4439], [2948, 4438], [2954, 4438], [2958, 4444], [2958, 4449], [2959, 4450], [2959, 4453], [2956, 4459], [2956, 4462], [2954, 4465], [2954, 4467], [2952, 4470], [2952, 4472], [2950, 4477]]
926	[[1390, 2520], [1390, 2521], [1390, 2521], [1389, 2521], [1390, 2520]]
